C:\Users\ivasn\PycharmProjects\Tracking_ball\Good\Cropper\1151942.bmp  1  0 0 53 55
C:\Users\ivasn\PycharmProjects\Tracking_ball\Good\Cropper\1151957.bmp  1  0 0 53 55
C:\Users\ivasn\PycharmProjects\Tracking_ball\Good\Cropper\1015205.bmp  1  0 0 42 44
C:\Users\ivasn\PycharmProjects\Tracking_ball\Good\Cropper\11152011.bmp  1  0 0 85 79
C:\Users\ivasn\PycharmProjects\Tracking_ball\Good\Cropper\12152017.bmp  1  0 0 93 90
C:\Users\ivasn\PycharmProjects\Tracking_ball\Good\Cropper\13152024.bmp  1  0 0 124 115
C:\Users\ivasn\PycharmProjects\Tracking_ball\Good\Cropper\14152051.bmp  1  0 0 53 50
C:\Users\ivasn\PycharmProjects\Tracking_ball\Good\Cropper\15152059.bmp  1  0 0 29 30
C:\Users\ivasn\PycharmProjects\Tracking_ball\Good\Cropper\1615215.bmp  1  0 0 38 37
C:\Users\ivasn\PycharmProjects\Tracking_ball\Good\Cropper\17152115.bmp  1  0 0 37 37
C:\Users\ivasn\PycharmProjects\Tracking_ball\Good\Cropper\18152122.bmp  1  0 0 51 51
C:\Users\ivasn\PycharmProjects\Tracking_ball\Good\Cropper\19152132.bmp  1  0 0 168 167
C:\Users\ivasn\PycharmProjects\Tracking_ball\Good\Cropper\2152138.bmp  1  0 0 37 38
C:\Users\ivasn\PycharmProjects\Tracking_ball\Good\Cropper\20152147.bmp  1  0 0 139 143
C:\Users\ivasn\PycharmProjects\Tracking_ball\Good\Cropper\21152153.bmp  1  0 0 151 148
C:\Users\ivasn\PycharmProjects\Tracking_ball\Good\Cropper\22152157.bmp  1  0 0 72 68
C:\Users\ivasn\PycharmProjects\Tracking_ball\Good\Cropper\2315220.bmp  1  0 0 37 36
C:\Users\ivasn\PycharmProjects\Tracking_ball\Good\Cropper\2415224.bmp  1  0 0 40 38
C:\Users\ivasn\PycharmProjects\Tracking_ball\Good\Cropper\2515229.bmp  1  0 0 45 44
C:\Users\ivasn\PycharmProjects\Tracking_ball\Good\Cropper\26152213.bmp  1  0 0 81 80
C:\Users\ivasn\PycharmProjects\Tracking_ball\Good\Cropper\27152240.bmp  1  0 0 183 197
C:\Users\ivasn\PycharmProjects\Tracking_ball\Good\Cropper\28152247.bmp  1  0 0 112 115
C:\Users\ivasn\PycharmProjects\Tracking_ball\Good\Cropper\29152252.bmp  1  0 0 40 41
C:\Users\ivasn\PycharmProjects\Tracking_ball\Good\Cropper\3152256.bmp  1  0 0 51 57
C:\Users\ivasn\PycharmProjects\Tracking_ball\Good\Cropper\3015231.bmp  1  0 0 194 193
C:\Users\ivasn\PycharmProjects\Tracking_ball\Good\Cropper\31152315.bmp  1  0 0 57 65
C:\Users\ivasn\PycharmProjects\Tracking_ball\Good\Cropper\32152322.bmp  1  0 0 117 115
C:\Users\ivasn\PycharmProjects\Tracking_ball\Good\Cropper\33152331.bmp  1  0 0 152 161
C:\Users\ivasn\PycharmProjects\Tracking_ball\Good\Cropper\34152337.bmp  1  0 0 309 310
C:\Users\ivasn\PycharmProjects\Tracking_ball\Good\Cropper\35152343.bmp  1  0 0 242 240
C:\Users\ivasn\PycharmProjects\Tracking_ball\Good\Cropper\36152352.bmp  1  0 0 106 118
C:\Users\ivasn\PycharmProjects\Tracking_ball\Good\Cropper\37152357.bmp  1  0 0 160 157
C:\Users\ivasn\PycharmProjects\Tracking_ball\Good\Cropper\3815244.bmp  1  0 0 63 69
C:\Users\ivasn\PycharmProjects\Tracking_ball\Good\Cropper\3915249.bmp  1  0 0 85 87
C:\Users\ivasn\PycharmProjects\Tracking_ball\Good\Cropper\4152415.bmp  1  0 0 37 36
C:\Users\ivasn\PycharmProjects\Tracking_ball\Good\Cropper\40152421.bmp  1  0 0 186 171
C:\Users\ivasn\PycharmProjects\Tracking_ball\Good\Cropper\41152430.bmp  1  0 0 260 263
C:\Users\ivasn\PycharmProjects\Tracking_ball\Good\Cropper\42152435.bmp  1  0 0 235 236
C:\Users\ivasn\PycharmProjects\Tracking_ball\Good\Cropper\43152445.bmp  1  0 0 280 264
C:\Users\ivasn\PycharmProjects\Tracking_ball\Good\Cropper\44152451.bmp  1  0 0 237 244
C:\Users\ivasn\PycharmProjects\Tracking_ball\Good\Cropper\45152458.bmp  1  0 0 238 231
C:\Users\ivasn\PycharmProjects\Tracking_ball\Good\Cropper\4615257.bmp  1  0 0 242 233
C:\Users\ivasn\PycharmProjects\Tracking_ball\Good\Cropper\47152513.bmp  1  0 0 186 151
C:\Users\ivasn\PycharmProjects\Tracking_ball\Good\Cropper\48152518.bmp  1  0 0 139 144
C:\Users\ivasn\PycharmProjects\Tracking_ball\Good\Cropper\49152521.bmp  1  0 0 60 64
C:\Users\ivasn\PycharmProjects\Tracking_ball\Good\Cropper\5152525.bmp  1  0 0 34 32
C:\Users\ivasn\PycharmProjects\Tracking_ball\Good\Cropper\50152530.bmp  1  0 0 128 130
C:\Users\ivasn\PycharmProjects\Tracking_ball\Good\Cropper\51152535.bmp  1  0 0 216 222
C:\Users\ivasn\PycharmProjects\Tracking_ball\Good\Cropper\52152541.bmp  1  0 0 204 190
C:\Users\ivasn\PycharmProjects\Tracking_ball\Good\Cropper\53152546.bmp  1  0 0 26 29
C:\Users\ivasn\PycharmProjects\Tracking_ball\Good\Cropper\54152552.bmp  1  0 0 16 18
C:\Users\ivasn\PycharmProjects\Tracking_ball\Good\Cropper\55152556.bmp  1  0 0 14 19
C:\Users\ivasn\PycharmProjects\Tracking_ball\Good\Cropper\5615262.bmp  1  0 0 22 22
C:\Users\ivasn\PycharmProjects\Tracking_ball\Good\Cropper\57152610.bmp  1  0 0 26 30
C:\Users\ivasn\PycharmProjects\Tracking_ball\Good\Cropper\58152614.bmp  1  0 0 26 29
C:\Users\ivasn\PycharmProjects\Tracking_ball\Good\Cropper\59152618.bmp  1  0 0 32 37
C:\Users\ivasn\PycharmProjects\Tracking_ball\Good\Cropper\6152622.bmp  1  0 0 65 72
C:\Users\ivasn\PycharmProjects\Tracking_ball\Good\Cropper\60152625.bmp  1  0 0 37 41
C:\Users\ivasn\PycharmProjects\Tracking_ball\Good\Cropper\61152629.bmp  1  0 0 48 50
C:\Users\ivasn\PycharmProjects\Tracking_ball\Good\Cropper\62152633.bmp  1  0 0 68 69
C:\Users\ivasn\PycharmProjects\Tracking_ball\Good\Cropper\63152637.bmp  1  0 0 142 135
C:\Users\ivasn\PycharmProjects\Tracking_ball\Good\Cropper\64152642.bmp  1  0 0 265 231
C:\Users\ivasn\PycharmProjects\Tracking_ball\Good\Cropper\65152648.bmp  1  0 0 269 253
C:\Users\ivasn\PycharmProjects\Tracking_ball\Good\Cropper\66152655.bmp  1  0 0 285 272
C:\Users\ivasn\PycharmProjects\Tracking_ball\Good\Cropper\67152658.bmp  1  0 0 232 224
C:\Users\ivasn\PycharmProjects\Tracking_ball\Good\Cropper\6815273.bmp  1  0 0 247 217
C:\Users\ivasn\PycharmProjects\Tracking_ball\Good\Cropper\6915278.bmp  1  0 0 274 263
C:\Users\ivasn\PycharmProjects\Tracking_ball\Good\Cropper\7152712.bmp  1  0 0 194 182
C:\Users\ivasn\PycharmProjects\Tracking_ball\Good\Cropper\70152752.bmp  1  0 0 162 158
C:\Users\ivasn\PycharmProjects\Tracking_ball\Good\Cropper\71152756.bmp  1  0 0 142 136
C:\Users\ivasn\PycharmProjects\Tracking_ball\Good\Cropper\7215280.bmp  1  0 0 217 225
C:\Users\ivasn\PycharmProjects\Tracking_ball\Good\Cropper\7315283.bmp  1  0 0 77 75
C:\Users\ivasn\PycharmProjects\Tracking_ball\Good\Cropper\7415285.bmp  1  0 0 32 34
C:\Users\ivasn\PycharmProjects\Tracking_ball\Good\Cropper\75152811.bmp  1  0 0 32 30
C:\Users\ivasn\PycharmProjects\Tracking_ball\Good\Cropper\76152815.bmp  1  0 0 28 33
C:\Users\ivasn\PycharmProjects\Tracking_ball\Good\Cropper\77152818.bmp  1  0 0 29 38
C:\Users\ivasn\PycharmProjects\Tracking_ball\Good\Cropper\78152821.bmp  1  0 0 40 48
C:\Users\ivasn\PycharmProjects\Tracking_ball\Good\Cropper\79152825.bmp  1  0 0 40 44
C:\Users\ivasn\PycharmProjects\Tracking_ball\Good\Cropper\8152829.bmp  1  0 0 41 45
C:\Users\ivasn\PycharmProjects\Tracking_ball\Good\Cropper\80152832.bmp  1  0 0 50 47
C:\Users\ivasn\PycharmProjects\Tracking_ball\Good\Cropper\81152836.bmp  1  0 0 54 51
C:\Users\ivasn\PycharmProjects\Tracking_ball\Good\Cropper\82152840.bmp  1  0 0 62 61
C:\Users\ivasn\PycharmProjects\Tracking_ball\Good\Cropper\83152843.bmp  1  0 0 78 75
C:\Users\ivasn\PycharmProjects\Tracking_ball\Good\Cropper\84152849.bmp  1  0 0 87 87
C:\Users\ivasn\PycharmProjects\Tracking_ball\Good\Cropper\85152853.bmp  1  0 0 114 116
C:\Users\ivasn\PycharmProjects\Tracking_ball\Good\Cropper\915290.bmp  1  0 0 34 33
C:\Users\ivasn\PycharmProjects\Tracking_ball\Good\Cropper\915291.bmp  1  0 0 34 33
C:\Users\ivasn\PycharmProjects\Tracking_ball\Good\Cropper\915295.bmp  1  0 0 32 37
C:\Users\ivasn\PycharmProjects\Tracking_ball\Good\Cropper\915296.bmp  1  0 0 32 37
C:\Users\ivasn\PycharmProjects\Tracking_ball\Good\Cropper\915296.bmp  1  0 0 32 37
C:\Users\ivasn\PycharmProjects\Tracking_ball\Good\Cropper\915297.bmp  1  0 0 32 37
C:\Users\ivasn\PycharmProjects\Tracking_ball\Good\Cropper\915298.bmp  1  0 0 32 37
C:\Users\ivasn\PycharmProjects\Tracking_ball\Good\Cropper\915298.bmp  1  0 0 32 37
C:\Users\ivasn\PycharmProjects\Tracking_ball\Good\Cropper\915299.bmp  1  0 0 32 37
C:\Users\ivasn\PycharmProjects\Tracking_ball\Good\Cropper\9152910.bmp  1  0 0 32 37
C:\Users\ivasn\PycharmProjects\Tracking_ball\Good\Cropper\100165635.bmp  1  0 0 242 221
C:\Users\ivasn\PycharmProjects\Tracking_ball\Good\Cropper\107165656.bmp  1  0 0 647 565
C:\Users\ivasn\PycharmProjects\Tracking_ball\Good\Cropper\10816572.bmp  1  0 0 145 132
C:\Users\ivasn\PycharmProjects\Tracking_ball\Good\Cropper\10916577.bmp  1  0 0 91 90
C:\Users\ivasn\PycharmProjects\Tracking_ball\Good\Cropper\110165711.bmp  1  0 0 87 77
C:\Users\ivasn\PycharmProjects\Tracking_ball\Good\Cropper\111165714.bmp  1  0 0 63 62
C:\Users\ivasn\PycharmProjects\Tracking_ball\Good\Cropper\112165716.bmp  1  0 0 57 57
C:\Users\ivasn\PycharmProjects\Tracking_ball\Good\Cropper\113165719.bmp  1  0 0 105 104
C:\Users\ivasn\PycharmProjects\Tracking_ball\Good\Cropper\114165725.bmp  1  0 0 188 172
C:\Users\ivasn\PycharmProjects\Tracking_ball\Good\Cropper\115165735.bmp  1  0 0 528 492
C:\Users\ivasn\PycharmProjects\Tracking_ball\Good\Cropper\116165740.bmp  1  0 0 820 752
C:\Users\ivasn\PycharmProjects\Tracking_ball\Good\Cropper\117165746.bmp  1  0 0 706 524
C:\Users\ivasn\PycharmProjects\Tracking_ball\Good\Cropper\118165747.bmp  1  0 0 706 524
C:\Users\ivasn\PycharmProjects\Tracking_ball\Good\Cropper\12116580.bmp  1  0 0 62 61
C:\Users\ivasn\PycharmProjects\Tracking_ball\Good\Cropper\122165812.bmp  1  0 0 47 64
C:\Users\ivasn\PycharmProjects\Tracking_ball\Good\Cropper\123165819.bmp  1  0 0 50 59
C:\Users\ivasn\PycharmProjects\Tracking_ball\Good\Cropper\124165834.bmp  1  0 0 100 100
C:\Users\ivasn\PycharmProjects\Tracking_ball\Good\Cropper\125165838.bmp  1  0 0 145 150
C:\Users\ivasn\PycharmProjects\Tracking_ball\Good\Cropper\126165841.bmp  1  0 0 60 65
C:\Users\ivasn\PycharmProjects\Tracking_ball\Good\Cropper\127165843.bmp  1  0 0 57 66
C:\Users\ivasn\PycharmProjects\Tracking_ball\Good\Cropper\128165849.bmp  1  0 0 65 61
C:\Users\ivasn\PycharmProjects\Tracking_ball\Good\Cropper\129165853.bmp  1  0 0 85 89
C:\Users\ivasn\PycharmProjects\Tracking_ball\Good\Cropper\130165856.bmp  1  0 0 65 68
C:\Users\ivasn\PycharmProjects\Tracking_ball\Good\Cropper\13116590.bmp  1  0 0 62 61
C:\Users\ivasn\PycharmProjects\Tracking_ball\Good\Cropper\13216594.bmp  1  0 0 51 48
C:\Users\ivasn\PycharmProjects\Tracking_ball\Good\Cropper\13316599.bmp  1  0 0 68 73
C:\Users\ivasn\PycharmProjects\Tracking_ball\Good\Cropper\134165918.bmp  1  0 0 213 201
C:\Users\ivasn\PycharmProjects\Tracking_ball\Good\Cropper\135165926.bmp  1  0 0 200 199
C:\Users\ivasn\PycharmProjects\Tracking_ball\Good\Cropper\136165932.bmp  1  0 0 343 334
C:\Users\ivasn\PycharmProjects\Tracking_ball\Good\Cropper\137165939.bmp  1  0 0 757 695
C:\Users\ivasn\PycharmProjects\Tracking_ball\Good\Cropper\138165953.bmp  1  0 0 339 364
C:\Users\ivasn\PycharmProjects\Tracking_ball\Good\Cropper\139165957.bmp  1  0 0 140 139
C:\Users\ivasn\PycharmProjects\Tracking_ball\Good\Cropper\1401700.bmp  1  0 0 74 70
C:\Users\ivasn\PycharmProjects\Tracking_ball\Good\Cropper\1411703.bmp  1  0 0 327 314
C:\Users\ivasn\PycharmProjects\Tracking_ball\Good\Cropper\1421708.bmp  1  0 0 114 116
C:\Users\ivasn\PycharmProjects\Tracking_ball\Good\Cropper\14317012.bmp  1  0 0 47 48
